Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food
3, CIVILIZATION_GRAN_COLOMBIA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 17, 4, 3, 1, 6, 2, 4, 6
3, CIVILIZATION_VIETNAM, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 10, 0, 2, 1, 5, 0, 4, 6
3, CIVILIZATION_INDIA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 12, 0, 3, 1, 6, 0, 5, 4
3, CIVILIZATION_GAUL, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 11, 0, 2, 1, 6, 0, 4, 6
3, CIVILIZATION_JAPAN, 1, 1, 0, 0, 1, 0, 0, 0, 8, 0, 7, 0, 2, 1, 6, 0, 6, 6
3, CIVILIZATION_CREE, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 10, 0, 2, 1, 5, 0, 5, 5
3, CIVILIZATION_NUBIA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 20, 0, 2, 2, 5, 0, 5, 5
4, CIVILIZATION_INCA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 3, 4
4, CIVILIZATION_YEREVAN, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 23, 0, 2, 1, 6, 0, 2, 4
4, CIVILIZATION_AKKAD, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 23, 0, 2, 1, 6, 0, 2, 5
4, CIVILIZATION_GENEVA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 26, 0, 2, 1, 7, 0, 1, 5
4, CIVILIZATION_AYUTTHAYA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 4
4, CIVILIZATION_NALANDA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 3, 4
4, CIVILIZATION_JOHANNESBURG, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 29, 0, 2, 1, 8, 0, 2, 5
4, CIVILIZATION_GRANADA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 3, 4
4, CIVILIZATION_LA_VENTA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 3, 4
4, CIVILIZATION_WOLIN, 1, 2, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 3, 1, 5, 0, 2, 9
4, CIVILIZATION_RAPA_NUI, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 3, 4
4, CIVILIZATION_SAMARKAND, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 26, 0, 2, 1, 7, 0, 2, 5
4, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4, CIVILIZATION_POLAND, 1, 1, 0, 0, 1, 0, 0, 0, 8, 0, 14, 2, 2, 1, 5, 1, 6, 5
4, CIVILIZATION_GRAN_COLOMBIA, 1, 2, 0, 0, 1, 0, 0, 0, 8, 0, 12, 6, 4, 1, 5, 2, 7, 7
4, CIVILIZATION_VIETNAM, 1, 2, 0, 0, 1, 0, 0, 0, 7, 0, 5, 0, 3, 1, 5, 0, 6, 8
4, CIVILIZATION_INDIA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 6, 0, 3, 1, 6, 0, 5, 4
4, CIVILIZATION_GAUL, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 5, 0, 2, 1, 5, 0, 5, 5
4, CIVILIZATION_JAPAN, 1, 2, 0, 0, 1, 0, 0, 0, 8, 0, 6, 0, 3, 1, 6, 0, 9, 7
4, CIVILIZATION_CREE, 1, 2, 0, 0, 1, 0, 0, 0, 8, 0, 6, 0, 3, 1, 5, 0, 8, 6
4, CIVILIZATION_NUBIA, 1, 2, 0, 0, 1, 0, 0, 0, 7, 0, 5, 0, 3, 2, 5, 0, 8, 6
5, CIVILIZATION_INCA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 3, 4
5, CIVILIZATION_YEREVAN, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 29, 0, 2, 1, 6, 0, 2, 4
5, CIVILIZATION_AKKAD, 1, 2, 0, 0, 2, 0, 0, 0, 7, 0, 29, 0, 3, 1, 6, 0, 2, 7
5, CIVILIZATION_GENEVA, 1, 2, 0, 0, 2, 0, 0, 0, 7, 0, 35, 0, 3, 1, 9, 0, 1, 7
5, CIVILIZATION_AYUTTHAYA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 2, 4
5, CIVILIZATION_NALANDA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 3, 4
5, CIVILIZATION_JOHANNESBURG, 1, 2, 0, 0, 2, 0, 0, 0, 7, 0, 37, 0, 3, 1, 8, 0, 3, 7
5, CIVILIZATION_GRANADA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 3, 4
5, CIVILIZATION_LA_VENTA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 3, 4
5, CIVILIZATION_WOLIN, 1, 2, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 3, 1, 5, 0, 2, 9
5, CIVILIZATION_RAPA_NUI, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 3, 4
5, CIVILIZATION_SAMARKAND, 1, 2, 0, 0, 2, 0, 0, 0, 7, 0, 33, 0, 3, 1, 7, 0, 2, 7
5, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5, CIVILIZATION_POLAND, 1, 1, 0, 0, 1, 0, 0, 0, 8, 0, 19, 3, 2, 1, 5, 1, 6, 5
5, CIVILIZATION_GRAN_COLOMBIA, 1, 2, 0, 0, 1, 0, 0, 0, 8, 0, 18, 8, 4, 1, 6, 2, 6, 8
5, CIVILIZATION_VIETNAM, 1, 2, 0, 0, 2, 0, 0, 0, 7, 0, 10, 0, 3, 1, 5, 0, 6, 8
5, CIVILIZATION_INDIA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 12, 0, 3, 1, 6, 0, 5, 4
5, CIVILIZATION_GAUL, 1, 2, 0, 0, 1, 0, 0, 0, 7, 0, 11, 0, 3, 1, 6, 0, 6, 8
5, CIVILIZATION_JAPAN, 1, 2, 0, 0, 2, 0, 0, 0, 8, 0, 12, 0, 3, 1, 6, 0, 9, 7
5, CIVILIZATION_CREE, 1, 2, 1, 0, 2, 0, 0, 0, 8, 0, 11, 0, 3, 1, 5, 0, 8, 6
5, CIVILIZATION_NUBIA, 1, 2, 0, 0, 2, 0, 0, 0, 8, 0, 10, 0, 3, 2, 5, 0, 8, 6
6, CIVILIZATION_INCA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 30, 0, 3, 1, 5, 0, 4, 6
6, CIVILIZATION_YEREVAN, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 36, 0, 3, 1, 7, 0, 3, 6
6, CIVILIZATION_AKKAD, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 35, 0, 3, 1, 6, 0, 2, 7
6, CIVILIZATION_GENEVA, 1, 2, 1, 0, 3, 0, 0, 0, 7, 0, 44, 0, 3, 1, 9, 0, 1, 7
6, CIVILIZATION_AYUTTHAYA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 30, 0, 3, 1, 5, 0, 3, 5
6, CIVILIZATION_NALANDA, 1, 2, 2, 0, 2, 0, 0, 0, 7, 1, 31, 0, 3, 1, 6, 0, 3, 6
6, CIVILIZATION_JOHANNESBURG, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 45, 0, 3, 1, 8, 0, 3, 7
6, CIVILIZATION_GRANADA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 1, 30, 0, 4, 3, 5, 0, 4, 5
6, CIVILIZATION_LA_VENTA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 30, 0, 3, 1, 5, 0, 3, 6
6, CIVILIZATION_WOLIN, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 30, 0, 3, 1, 5, 0, 2, 9
6, CIVILIZATION_RAPA_NUI, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 33, 0, 3, 1, 8, 0, 3, 5
6, CIVILIZATION_SAMARKAND, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 40, 0, 3, 1, 7, 0, 2, 7
6, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6, CIVILIZATION_POLAND, 1, 2, 0, 0, 2, 0, 0, 0, 8, 0, 24, 4, 3, 1, 5, 1, 8, 7
6, CIVILIZATION_GRAN_COLOMBIA, 1, 2, 1, 0, 1, 0, 0, 0, 9, 0, 24, 10, 4, 1, 6, 2, 6, 8
6, CIVILIZATION_VIETNAM, 1, 2, 1, 0, 2, 0, 0, 0, 8, 0, 15, 0, 3, 1, 5, 0, 6, 8
6, CIVILIZATION_INDIA, 1, 2, 1, 0, 1, 0, 0, 0, 9, 0, 13, 0, 3, 1, 6, 0, 6, 8
6, CIVILIZATION_GAUL, 1, 2, 0, 0, 1, 0, 0, 0, 7, 0, 28, 0, 3, 1, 6, 0, 6, 8
6, CIVILIZATION_JAPAN, 1, 2, 0, 0, 2, 0, 0, 0, 9, 0, 18, 0, 3, 1, 6, 0, 9, 7
6, CIVILIZATION_CREE, 1, 2, 1, 0, 2, 0, 0, 0, 9, 0, 5, 0, 3, 1, 5, 0, 8, 6
6, CIVILIZATION_NUBIA, 1, 2, 1, 1, 2, 0, 0, 0, 8, 0, 15, 0, 3, 2, 5, 0, 8, 6
7, CIVILIZATION_INCA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 35, 0, 3, 1, 5, 0, 4, 6
7, CIVILIZATION_YEREVAN, 1, 2, 1, 0, 2, 0, 0, 0, 7, 1, 43, 0, 3, 1, 7, 0, 3, 6
7, CIVILIZATION_AKKAD, 1, 2, 1, 0, 2, 0, 0, 0, 7, 1, 41, 0, 3, 1, 6, 0, 2, 8
7, CIVILIZATION_GENEVA, 1, 2, 1, 0, 3, 0, 0, 0, 7, 0, 53, 0, 3, 1, 9, 0, 1, 7
7, CIVILIZATION_AYUTTHAYA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 35, 0, 3, 1, 5, 0, 3, 5
7, CIVILIZATION_NALANDA, 1, 2, 2, 0, 2, 0, 0, 0, 7, 1, 37, 0, 3, 1, 6, 0, 3, 6
7, CIVILIZATION_JOHANNESBURG, 1, 2, 1, 0, 2, 0, 0, 0, 7, 1, 53, 0, 3, 1, 8, 0, 2, 8
7, CIVILIZATION_GRANADA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 1, 35, 0, 4, 3, 5, 0, 4, 5
7, CIVILIZATION_LA_VENTA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 1, 35, 2, 3, 1, 5, 2, 3, 7
7, CIVILIZATION_WOLIN, 1, 3, 1, 0, 2, 0, 0, 0, 7, 0, 35, 0, 3, 1, 5, 0, 2, 11
7, CIVILIZATION_RAPA_NUI, 1, 2, 1, 1, 2, 0, 0, 0, 7, 1, 38, 0, 3, 3, 5, 0, 4, 5
7, CIVILIZATION_SAMARKAND, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 47, 0, 3, 1, 7, 0, 2, 7
7, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, CIVILIZATION_POLAND, 1, 2, 1, 0, 2, 0, 0, 0, 9, 0, 5, 5, 3, 1, 5, 1, 8, 7
7, CIVILIZATION_GRAN_COLOMBIA, 1, 3, 1, 0, 2, 0, 0, 0, 9, 1, 13, 12, 4, 1, 6, 2, 9, 11
7, CIVILIZATION_VIETNAM, 1, 3, 1, 0, 2, 0, 0, 0, 8, 0, 5, 0, 3, 1, 5, 0, 7, 11
7, CIVILIZATION_INDIA, 1, 2, 1, 0, 2, 0, 0, 0, 9, 1, 17, 0, 4, 1, 7, 0, 7, 8
7, CIVILIZATION_GAUL, 1, 2, 0, 0, 1, 0, 0, 0, 8, 0, 6, 0, 3, 1, 6, 0, 6, 8
7, CIVILIZATION_JAPAN, 1, 2, 1, 0, 2, 0, 0, 0, 9, 0, 6, 0, 3, 1, 6, 0, 9, 7
7, CIVILIZATION_CREE, 1, 2, 1, 0, 2, 0, 0, 0, 9, 0, 10, 0, 3, 1, 5, 0, 8, 6
7, CIVILIZATION_NUBIA, 1, 2, 1, 1, 2, 0, 0, 0, 8, 0, 6, 1, 3, 2, 6, 1, 8, 6
8, CIVILIZATION_INCA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 40, 0, 3, 1, 5, 0, 4, 6
8, CIVILIZATION_YEREVAN, 1, 2, 1, 0, 2, 0, 0, 0, 7, 1, 50, 0, 3, 1, 7, 0, 3, 6
8, CIVILIZATION_AKKAD, 1, 2, 1, 1, 2, 0, 0, 0, 7, 1, 47, 0, 3, 1, 6, 0, 2, 8
8, CIVILIZATION_GENEVA, 1, 2, 1, 1, 3, 0, 0, 0, 7, 0, 62, 0, 3, 1, 9, 0, 1, 7
8, CIVILIZATION_AYUTTHAYA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 40, 0, 3, 1, 5, 0, 3, 5
8, CIVILIZATION_NALANDA, 1, 2, 2, 0, 2, 0, 0, 0, 7, 1, 43, 0, 3, 1, 6, 0, 3, 6
8, CIVILIZATION_JOHANNESBURG, 1, 3, 1, 1, 2, 0, 0, 0, 7, 1, 61, 0, 3, 1, 8, 0, 3, 10
8, CIVILIZATION_GRANADA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 1, 40, 0, 4, 3, 5, 0, 4, 5
8, CIVILIZATION_LA_VENTA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 1, 40, 4, 3, 1, 5, 2, 3, 7
8, CIVILIZATION_WOLIN, 1, 3, 1, 1, 2, 0, 0, 0, 7, 0, 40, 0, 3, 1, 5, 0, 2, 11
8, CIVILIZATION_RAPA_NUI, 1, 2, 1, 1, 2, 0, 0, 0, 7, 1, 43, 0, 3, 3, 5, 0, 4, 5
8, CIVILIZATION_SAMARKAND, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 54, 0, 3, 1, 7, 0, 2, 7
8, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8, CIVILIZATION_POLAND, 1, 2, 1, 0, 3, 0, 0, 0, 9, 0, 10, 6, 3, 1, 5, 1, 8, 7
8, CIVILIZATION_GRAN_COLOMBIA, 1, 3, 1, 1, 2, 0, 0, 0, 9, 1, 19, 14, 4, 1, 6, 2, 9, 11
8, CIVILIZATION_VIETNAM, 1, 3, 1, 1, 2, 0, 0, 0, 8, 0, 10, 0, 3, 1, 5, 0, 7, 11
8, CIVILIZATION_INDIA, 1, 2, 1, 0, 2, 0, 0, 0, 9, 2, 24, 0, 4, 1, 7, 0, 8, 9
8, CIVILIZATION_GAUL, 1, 3, 1, 0, 1, 0, 0, 0, 8, 0, 12, 0, 3, 1, 6, 0, 8, 10
8, CIVILIZATION_JAPAN, 1, 3, 1, 1, 2, 0, 0, 0, 9, 0, 12, 0, 3, 1, 6, 0, 11, 9
8, CIVILIZATION_CREE, 1, 2, 1, 1, 2, 0, 0, 0, 9, 0, 15, 0, 3, 1, 5, 0, 8, 6
8, CIVILIZATION_NUBIA, 1, 2, 1, 1, 2, 0, 0, 0, 8, 0, 12, 2, 3, 2, 6, 1, 8, 6
9, CIVILIZATION_INCA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 45, 0, 3, 1, 5, 0, 4, 6
9, CIVILIZATION_YEREVAN, 1, 2, 1, 1, 2, 0, 0, 0, 7, 1, 57, 0, 3, 1, 7, 0, 3, 6
9, CIVILIZATION_AKKAD, 1, 2, 1, 1, 2, 0, 0, 0, 7, 1, 53, 0, 3, 1, 6, 0, 2, 8
9, CIVILIZATION_GENEVA, 1, 3, 1, 1, 3, 0, 0, 0, 7, 0, 71, 0, 3, 1, 9, 0, 2, 9
9, CIVILIZATION_AYUTTHAYA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 45, 0, 3, 1, 5, 0, 3, 5
9, CIVILIZATION_NALANDA, 1, 2, 2, 1, 2, 0, 0, 0, 7, 1, 49, 0, 3, 1, 6, 0, 3, 6
9, CIVILIZATION_JOHANNESBURG, 1, 3, 1, 1, 2, 0, 0, 0, 7, 2, 69, 0, 3, 1, 8, 0, 3, 10
9, CIVILIZATION_GRANADA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 2, 45, 0, 4, 3, 5, 0, 3, 8
9, CIVILIZATION_LA_VENTA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 1, 45, 6, 3, 1, 5, 2, 3, 7
9, CIVILIZATION_WOLIN, 1, 3, 1, 1, 2, 0, 0, 0, 7, 1, 45, 0, 3, 1, 5, 0, 2, 12
9, CIVILIZATION_RAPA_NUI, 1, 2, 1, 1, 2, 0, 0, 0, 7, 2, 48, 0, 3, 3, 5, 0, 4, 5
9, CIVILIZATION_SAMARKAND, 1, 3, 1, 1, 2, 0, 0, 0, 7, 0, 62, 0, 3, 1, 8, 0, 2, 8
9, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9, CIVILIZATION_POLAND, 1, 2, 1, 1, 3, 0, 0, 0, 9, 0, 15, 7, 3, 1, 5, 1, 8, 7
9, CIVILIZATION_GRAN_COLOMBIA, 1, 3, 1, 1, 2, 0, 0, 0, 9, 2, 6, 4, 4, 1, 6, 2, 11, 11
9, CIVILIZATION_VIETNAM, 1, 3, 1, 1, 2, 0, 0, 0, 8, 0, 15, 0, 3, 1, 5, 0, 8, 11
9, CIVILIZATION_INDIA, 1, 3, 1, 1, 2, 0, 0, 0, 9, 2, 31, 0, 4, 1, 7, 0, 11, 10
9, CIVILIZATION_GAUL, 1, 3, 1, 1, 1, 0, 0, 0, 8, 1, 64, 0, 3, 1, 6, 0, 10, 10
9, CIVILIZATION_JAPAN, 1, 2, 1, 1, 2, 0, 0, 0, 9, 0, 19, 1, 3, 1, 7, 1, 9, 7
9, CIVILIZATION_CREE, 1, 2, 1, 1, 2, 0, 0, 0, 9, 0, 6, 1, 3, 1, 6, 1, 8, 6
9, CIVILIZATION_NUBIA, 1, 2, 1, 1, 2, 0, 0, 0, 9, 0, 6, 3, 3, 2, 6, 1, 8, 6
10, CIVILIZATION_INCA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 50, 0, 3, 1, 5, 0, 4, 6
10, CIVILIZATION_YEREVAN, 1, 2, 1, 1, 2, 0, 0, 0, 7, 1, 64, 0, 3, 1, 7, 0, 3, 6
